uf60,nome_uf60,cod60,nome,code_state_2010,code_muni_2010,zona_fisiografica,pop_total,pop_urbana,pop_rural,fonte_pop
71,Estado do Paran·,7130,Castro,41,4104907,713,32724,9598,23126,AEB
71,Estado do Paran·,7131,Pira√≠ do Sul,41,4119400,713,11474,4842,6632,AEB
71,Estado do Paran·,7140,Arapoti,41,4101606,714,9228,1088,8140,AEB
71,Estado do Paran·,7141,Contenda,41,4106209,714,8361,1157,7204,AEB
71,Estado do Paran·,7142,Jaguaria√≠va,41,4112009,714,14051,6616,7435,AEB
71,Estado do Paran·,7143,Lapa,41,4113205,714,36556,8536,28020,AEB
71,Estado do Paran·,7144,Palmeira,41,4117701,714,17116,6120,10996,AEB
71,Estado do Paran·,7145,Ponta Grossa,41,4119905,714,90889,78557,12332,AEB
71,Estado do Paran·,7146,Porto Amazonas,41,4120101,714,3203,1958,1245,AEB
71,Estado do Paran·,7147,Seng√©s,41,4126306,714,9008,1164,7844,AEB
71,Estado do Paran·,7148,Tibagi,41,4127502,714,40389,2289,38100,AEB
71,Estado do Paran·,7150,Almirante Tamandar√©,41,4100400,715,10220,1611,8609,AEB
71,Estado do Paran·,7151,Arauc√°ria,41,4101804,715,16553,4796,11757,AEB
71,Estado do Paran·,7152,Campina Grande do Sul,41,4104006,715,7982,301,7681,AEB
71,Estado do Paran·,7153,Campo Largo,41,4104204,715,32272,9150,23122,AEB
71,Estado do Paran·,7154,Colombo,41,4105805,715,8719,1365,7354,AEB
71,Estado do Paran·,7155,Curitiba,41,4106902,715,361309,351259,10050,AEB
71,Estado do Paran·,7156,Piraquara,41,4119509,715,11578,2244,9334,AEB
71,Estado do Paran·,7157,Rio Negro,41,4122305,715,30263,11590,18673,AEB
71,Estado do Paran·,7158,S√£o Jos√© dos Pinhais,41,4125506,715,28888,8231,20657,AEB
71,Estado do Paran·,7159,Tijucas do Sul,41,4127601,715,12751,1040,11711,AEB
71,Estado do Paran·,7170,Abati√°,41,4100103,717,17384,1793,15591,AEB
71,Estado do Paran·,7171,Carl√≥polis,41,4104709,717,12472,2655,9817,AEB
71,Estado do Paran·,7172,Curi√∫va,41,4107009,717,16075,1408,14667,AEB
71,Estado do Paran·,7173,Ibaiti,41,4109708,717,20753,4692,16061,AEB
71,Estado do Paran·,7174,Jaboti,41,4111704,717,6371,1044,5327,AEB
71,Estado do Paran·,7175,Japira,41,4112306,717,6498,867,5631,AEB
71,Estado do Paran·,7176,Joaquim T√°vora,41,4112801,717,15021,4239,10782,AEB
71,Estado do Paran·,7177,Jundia√≠ do Sul,41,4112900,717,8376,2188,6188,AEB
71,Estado do Paran·,7178,Pinhal√£o,41,4119202,717,9176,1260,7916,AEB
71,Estado do Paran·,7179,Quatigu√°,41,4120705,717,5461,1959,3502,AEB
71,Estado do Paran·,7180,Ribeir√£o do Pinhal,41,4121901,718,16625,3942,12683,AEB
71,Estado do Paran·,7181,Siqueira Campos,41,4126603,718,18424,5258,13166,AEB
71,Estado do Paran·,7182,Tomazina,41,4127809,718,14894,1722,13172,AEB
71,Estado do Paran·,7183,Wenceslau Braz,41,4128500,718,21511,5495,16016,AEB
71,Estado do Paran·,7190,C√¢ndido de Abreu,41,4104402,719,16408,651,15757,AEB
71,Estado do Paran·,7191,Imbituva,41,4110102,719,18742,4223,14519,AEB
71,Estado do Paran·,7192,Ipiranga,41,4110508,719,17877,2622,15255,AEB
71,Estado do Paran·,7193,Ortigueira,41,4117305,719,17678,2144,15534,AEB
71,Estado do Paran·,7194,Prudent√≥polis,41,4120606,719,30182,4721,25461,AEB
71,Estado do Paran·,7195,Reserva,41,4121703,719,13793,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7200,Cruz Machado,41,4106803,720,13712,428,13284,AEB
71,Estado do Paran·,7201,Irati,41,4110706,720,30817,14115,16702,AEB
71,Estado do Paran·,7202,Mallet,41,4113908,720,10342,2584,7758,AEB
71,Estado do Paran·,7203,Paulo Frontin,41,4118709,720,6531,742,5789,AEB
71,Estado do Paran·,7204,Rebou√ßas,41,4121505,720,9885,2423,7462,AEB
71,Estado do Paran·,7205,Rio Azul,41,4122008,720,10059,1634,8425,AEB
71,Estado do Paran·,7206,S√£o Jo√£o do Triunfo,41,4125100,720,9399,1339,8060,AEB
71,Estado do Paran·,7207,S√£o Mateus do Sul,41,4125605,720,19097,3848,15249,AEB
71,Estado do Paran·,7208,Teixeira Soares,41,4127007,720,11624,2721,8903,AEB
71,Estado do Paran·,7209,Uni√£o da Vit√≥ria,41,4128203,720,30592,16887,13705,AEB
71,Estado do Paran·,7220,Alto Paran√°,41,4100608,722,30566,5167,25399,AEB
71,Estado do Paran·,7221,Araruna,41,4101705,722,16893,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7222,Barrac√£o,41,4102604,722,14954,1423,13531,AEB
71,Estado do Paran·,7223,Campo Mour√£o,41,4104303,722,140362,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7224,Capanema,41,4104501,722,29306,4053,25253,AEB
71,Estado do Paran·,7225,Cascavel,41,4104808,722,39598,5274,34324,AEB
71,Estado do Paran·,7226,Chopinzinho,41,4105409,722,21797,1303,20494,AEB
71,Estado do Paran·,7227,Cianorte,41,4105508,722,49731,8086,41645,AEB
71,Estado do Paran·,7228,Clevel√¢ndia,41,4105706,722,23634,6130,17504,AEB
71,Estado do Paran·,7229,Coronel Vivida,41,4106506,722,14552,1280,13272,AEB
71,Estado do Paran·,7230,Cruzeiro do Oeste,41,4106605,723,135326,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7231,Cruzeiro do Sul,41,4106704,723,10119,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7232,Engenheiro Beltr√£o,41,4107504,723,14177,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7233,Flora√≠,41,4107801,723,13566,1755,11811,AEB
71,Estado do Paran·,7234,Foz do Igua√ßu,41,4108304,723,28212,9753,18459,AEB
71,Estado do Paran·,7235,Francisco Beltr√£o,41,4108403,723,55496,4989,50507,AEB
71,Estado do Paran·,7236,Goio-Er√™,41,4108601,723,23660,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7237,Gua√≠ra,41,4108809,723,21486,8890,12596,AEB
71,Estado do Paran·,7238,Guarania√ßu,41,4109302,723,21422,1580,19842,AEB
71,Estado do Paran·,7239,Jussara,41,4113007,723,8471,999,7472,AEB
71,Estado do Paran·,7240,Laranjeiras do Sul,41,4113304,724,36087,5918,30169,AEB
71,Estado do Paran·,7241,Loanda,41,4113502,724,20612,8175,12437,AEB
71,Estado do Paran·,7242,Mandagua√ßu,41,4114104,724,26608,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7243,Mandaguari,41,4114203,724,24630,8210,16420,AEB
71,Estado do Paran·,7244,Mangueirinha,41,4114401,724,11659,1088,10571,AEB
71,Estado do Paran·,7245,Manoel Ribas,41,4114500,724,54994,5520,49474,AEB
71,Estado do Paran·,7246,Marialva,41,4114807,724,35866,5533,30333,AEB
71,Estado do Paran·,7247,Maring√°,41,4115200,724,104131,47592,56539,AEB
71,Estado do Paran·,7248,Nova Esperan√ßa,41,4116901,724,43095,9975,33120,AEB
71,Estado do Paran·,7249,Nova Londrina,41,4117107,724,18246,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7250,Para√≠so do Norte,41,4118006,725,25286,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7251,Paranacity,41,4118105,725,29305,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7252,Paranava√≠,41,4118402,725,63189,25058,38131,AEB
71,Estado do Paran·,7253,Pato Branco,41,4118501,725,51581,10333,41248,AEB
71,Estado do Paran·,7254,Peabiru,41,4118808,725,19180,5368,13812,AEB
71,Estado do Paran·,7255,Pitanga,41,4119608,725,56006,4362,51644,AEB
71,Estado do Paran·,7256,Quer√™ncia do Norte,41,4121000,725,7517,1423,6094,AEB
71,Estado do Paran·,7257,Rondon,41,4122602,725,37892,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7258,Santa Cruz de Monte Castelo,41,4123303,725,7199,1297,5902,AEB
71,Estado do Paran·,7259,Santa Isabel do Iva√≠,41,4123709,725,12635,955,11680,AEB
71,Estado do Paran·,7260,Santo Ant√¥nio,41,4124400,726,26263,2399,23864,AEB
71,Estado do Paran·,7261,S√£o Carlos do Iva√≠,41,4124608,726,10108,1509,8599,AEB
71,Estado do Paran·,7262,S√£o Jo√£o do Caiu√°,41,4124905,726,18542,2305,16237,AEB
71,Estado do Paran·,7263,S√£o Jorge,41,4125308,726,22082,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7264,S√£o Pedro do Iva√≠,41,4125803,726,11606,3078,8528,AEB
71,Estado do Paran·,7265,Tamboara,41,4126702,726,11831,1529,10302,AEB
71,Estado do Paran·,7266,Terra Boa,41,4127205,726,16697,2485,14212,AEB
71,Estado do Paran·,7267,Terra Rica,41,4127304,726,18619,3129,15490,AEB
71,Estado do Paran·,7268,Toledo,41,4127700,726,24959,5926,19033,AEB
71,Estado do Paran·,7300,Alvorada do Sul,41,4100806,730,12803,1260,11543,AEB
71,Estado do Paran·,7301,Amoreira,41,4126009,730,16991,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7302,Andir√°,41,4101101,730,14930,4431,10499,AEB
71,Estado do Paran·,7303,Apucarana,41,4101408,730,66091,22506,43585,AEB
71,Estado do Paran·,7304,Arapongas,41,4101507,730,38067,21210,16857,AEB
71,Estado do Paran·,7305,Araruva,41,4114906,730,20883,2217,18666,AEB
71,Estado do Paran·,7306,Assa√≠,41,4101903,730,31884,6967,24917,AEB
71,Estado do Paran·,7307,Astorga,41,4102109,730,25445,7970,17475,AEB
71,Estado do Paran·,7308,Bandeirantes,41,4102406,730,30220,6995,23225,AEB
71,Estado do Paran·,7309,Bela Vista do Para√≠so,41,4102802,730,17372,8192,9180,AEB
71,Estado do Paran·,7310,Bom Sucesso,41,4103206,731,22484,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7311,Borraz√≥polis,41,4103305,731,17945,2375,15570,AEB
71,Estado do Paran·,7312,Cafeara,41,4103404,731,7754,1241,6513,AEB
71,Estado do Paran·,7313,Calif√≥rnia,41,4103503,731,9004,1416,7588,AEB
71,Estado do Paran·,7314,Cambar√°,41,4103602,731,22781,8445,14336,AEB
71,Estado do Paran·,7315,Camb√©,41,4103701,731,29151,8881,20270,AEB
71,Estado do Paran·,7316,Centen√°rio do Sul,41,4105102,731,23485,6135,17350,AEB
71,Estado do Paran·,7317,Colorado,41,4105904,731,21702,2794,18908,AEB
71,Estado do Paran·,7318,Congonhinhas,41,4106001,731,17806,2386,15420,AEB
71,Estado do Paran·,7319,Corn√©lio Proc√≥pio,41,4106407,731,45341,18198,27143,AEB
71,Estado do Paran·,7320,Faxinal,41,4107603,732,22830,2764,20066,AEB
71,Estado do Paran·,7321,Florest√≥polis,41,4108007,732,16274,2556,13718,AEB
71,Estado do Paran·,7322,Guaraci,41,4109203,732,17402,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7323,Ibipor√£,41,4109807,732,25956,6560,19396,AEB
71,Estado do Paran·,7324,Iguara√ßu,41,4110003,732,15631,2566,13065,AEB
71,Estado do Paran·,7325,Itaguaj√©,41,4110904,732,17735,3539,14196,AEB
71,Estado do Paran·,7326,Itambarac√°,41,4111001,732,11079,1432,9647,AEB
71,Estado do Paran·,7327,Jacarezinho,41,4111803,732,42662,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7328,Jaguapit√£,41,4111902,732,21873,5047,16826,AEB
71,Estado do Paran·,7329,Jandaia do Sul,41,4112108,732,31448,7767,23681,AEB
71,Estado do Paran·,7330,Jataizinho,41,4112702,733,18194,2544,15650,AEB
71,Estado do Paran·,7331,Le√≥polis,41,4113403,733,11113,638,10475,AEB
71,Estado do Paran·,7332,Lobato,41,4113601,733,10174,1159,9015,AEB
71,Estado do Paran·,7333,Londrina,41,4113700,733,134821,77382,57439,AEB
71,Estado do Paran·,7334,Lupion√≥polis,41,4113809,733,8482,2073,6409,AEB
71,Estado do Paran·,7335,Munhoz de Melo,41,4116307,733,6931,1021,5910,AEB
71,Estado do Paran·,7336,Nova F√°tima,41,4117008,733,12802,2436,10366,AEB
71,Estado do Paran·,7337,Porecatu,41,4120002,733,20776,5160,15616,AEB
71,Estado do Paran·,7338,Primeiro de Maio,41,4120507,733,25185,3681,21504,AEB
71,Estado do Paran·,7339,Ribeir√£o Claro,41,4121802,733,15511,3532,11979,AEB
71,Estado do Paran·,7340,Rol√¢ndia,41,4122404,734,44461,11065,33396,AEB
71,Estado do Paran·,7341,Sab√°udia,41,4122701,734,10145,1490,8655,AEB
71,Estado do Paran·,7342,Santa Am√©lia,41,4123105,734,6552,1098,5454,AEB
71,Estado do Paran·,7343,Santa F√©,41,4123402,734,12797,1756,11041,AEB
71,Estado do Paran·,7344,Santa Mariana,41,4123907,734,20298,,,https://biblioteca.ibge.gov.br/visualizacao/periodicos/68/cd_1960_v1_t14_pr.pdf
71,Estado do Paran·,7345,Santo Ant√¥nio da Platina,41,4124103,734,31460,9777,21683,AEB
71,Estado do Paran·,7346,Santo In√°cio,41,4124509,734,11420,1609,9811,AEB
71,Estado do Paran·,7347,S√£o Jer√¥nimo da Serra,41,4124707,734,31453,2488,28965,AEB
71,Estado do Paran·,7348,Sertaneja,41,4126405,734,17334,4379,12955,AEB
71,Estado do Paran·,7349,Sertan√≥polis,41,4126504,734,23498,6469,17029,AEB
71,Estado do Paran·,7350,Ura√≠,41,4128401,735,24137,5535,18602,AEB
74,Estado de Santa Catarina,7400,Bigua√ßu,42,4202305,740,22487,5661,16826,AEB
74,Estado de Santa Catarina,7401,Cambori√∫,42,4203204,740,12549,3131,9418,AEB
74,Estado de Santa Catarina,7402,Florian√≥polis,42,4205407,740,98520,78068,20452,AEB
74,Estado de Santa Catarina,7403,Nova Trento,42,4211504,740,13219,2942,10277,AEB
74,Estado de Santa Catarina,7404,Palho√ßa,42,4211900,740,27946,4186,23760,AEB
74,Estado de Santa Catarina,7405,Porto Belo,42,4213500,740,9427,3426,6001,AEB
74,Estado de Santa Catarina,7406,Santo Amaro da Imperatriz,42,4215703,740,17022,2500,14522,AEB
74,Estado de Santa Catarina,7407,S√£o Jo√£o Batista,42,4216305,740,12261,3121,9140,AEB
74,Estado de Santa Catarina,7408,S√£o Jos√©,42,4216602,740,31696,4418,27278,AEB
74,Estado de Santa Catarina,7409,Tijucas,42,4218004,740,17272,5520,11752,AEB
74,Estado de Santa Catarina,7420,Ararangu√°,42,4201406,742,24541,8578,15963,AEB
74,Estado de Santa Catarina,7421,Armaz√©m,42,4201505,742,6227,547,5680,AEB
74,Estado de Santa Catarina,7422,Bra√ßo do Norte,42,4202800,742,9844,2872,6972,AEB
74,Estado de Santa Catarina,7423,Crici√∫ma,42,4204608,742,62650,28198,34452,AEB
74,Estado de Santa Catarina,7424,Gr√£o Par√°,42,4206108,742,6196,966,5230,AEB
74,Estado de Santa Catarina,7425,Imbituba,42,4207304,742,16047,6936,9111,AEB
74,Estado de Santa Catarina,7426,Imaru√≠,42,4207205,742,21363,1639,19724,AEB
74,Estado de Santa Catarina,7427,Jacinto Machado,42,4208708,742,9476,690,8786,AEB
74,Estado de Santa Catarina,7428,Jaguaruna,42,4208807,742,11873,2490,9383,AEB
74,Estado de Santa Catarina,7429,Laguna,42,4209409,742,29620,18181,11439,AEB
74,Estado de Santa Catarina,7430,Lauro Muller,42,4209607,743,15003,3599,11404,AEB
74,Estado de Santa Catarina,7431,Nova Veneza,42,4211603,743,9412,923,8489,AEB
74,Estado de Santa Catarina,7432,Orle√£es,42,4211702,743,15639,3462,12177,AEB
74,Estado de Santa Catarina,7433,Praia Grande,42,4213807,743,6934,752,6182,AEB
74,Estado de Santa Catarina,7434,Rio Fortuna,42,4214904,743,5473,299,5174,AEB
74,Estado de Santa Catarina,7435,Sider√≥polis,42,4217600,743,12414,2947,9467,AEB
74,Estado de Santa Catarina,7436,Sombrio,42,4217709,743,22731,1997,20734,AEB
74,Estado de Santa Catarina,7437,Tubar√£o,42,4218707,743,63268,30914,32354,AEB
74,Estado de Santa Catarina,7438,Turvo,42,4218806,743,24193,2592,21601,AEB
74,Estado de Santa Catarina,7439,Urussanga,42,4219002,743,18170,4301,13869,AEB
74,Estado de Santa Catarina,7450,Campo Alegre,42,4203303,745,6453,876,5577,AEB
74,Estado de Santa Catarina,7451,Canoinhas,42,4203808,745,39232,12372,26860,AEB
74,Estado de Santa Catarina,7452,Itai√≥polis,42,4208104,745,21566,1562,20004,AEB
74,Estado de Santa Catarina,7453,Mafra,42,4210100,745,29923,13541,16382,AEB
74,Estado de Santa Catarina,7454,Papanduva,42,4212205,745,15545,1680,13865,AEB
74,Estado de Santa Catarina,7455,Porto Uni√£o,42,4213609,745,32848,12300,20548,AEB
74,Estado de Santa Catarina,7456,Rio Negrinho,42,4215000,745,8483,5897,2586,AEB
74,Estado de Santa Catarina,7457,S√£o Bento do Sul,42,4215802,745,12814,6047,6344,AEB
74,Estado de Santa Catarina,7460,Bom Retiro,42,4202602,746,15788,3205,12583,AEB
74,Estado de Santa Catarina,7461,Campos Novos,42,4203600,746,40067,6266,33801,AEB
74,Estado de Santa Catarina,7462,Curitibanos,42,4204806,746,33677,9954,23723,AEB
74,Estado de Santa Catarina,7463,Lages,42,4209300,746,121027,40460,80567,AEB
74,Estado de Santa Catarina,7464,Lebon R√©gis,42,4209706,746,6868,1295,5573,AEB
74,Estado de Santa Catarina,7465,Santa Cec√≠lia,42,4215505,746,11600,996,10604,AEB
74,Estado de Santa Catarina,7466,S√£o Joaquim,42,4216503,746,24718,5233,19485,AEB
74,Estado de Santa Catarina,7467,Urubici,42,4218905,746,10666,3473,7193,AEB
74,Estado de Santa Catarina,7470,√Ågua Doce,42,4200408,747,7187,739,6448,AEB
74,Estado de Santa Catarina,7471,Ca√ßador,42,4203006,747,22790,10987,11803,AEB
74,Estado de Santa Catarina,7472,Capinzal,42,4203907,747,16787,3681,13106,AEB
74,Estado de Santa Catarina,7473,Conc√≥rdia,42,4204301,747,45533,7204,38329,AEB
74,Estado de Santa Catarina,7474,Herval d'Oeste,42,4206702,747,11517,4146,7371,AEB
74,Estado de Santa Catarina,7475,It√°,42,4208005,747,5849,500,5349,AEB
74,Estado de Santa Catarina,7476,Joa√ßaba,42,4209003,747,34501,11662,22839,AEB
74,Estado de Santa Catarina,7477,Piratuba,42,4213104,747,13132,2579,10553,AEB
74,Estado de Santa Catarina,7478,Ponte Serrada,42,4213401,747,6599,1092,5507,AEB
74,Estado de Santa Catarina,7479,Rio das Antas,42,4214409,747,5125,1500,3625,AEB
74,Estado de Santa Catarina,7480,Seara,42,4217501,748,13839,1173,12666,AEB
74,Estado de Santa Catarina,7481,Tangar√°,42,4217907,748,14247,2912,11335,AEB
74,Estado de Santa Catarina,7482,Videira,42,4219309,748,26640,8729,17911,AEB
74,Estado de Santa Catarina,7500,Abelardo Luz,42,4200101,750,12002,925,11077,AEB
74,Estado de Santa Catarina,7501,Campo Er√™,42,4203501,750,5708,378,5330,AEB
74,Estado de Santa Catarina,7502,Chapec√≥,42,4204202,750,51981,10898,41083,AEB
74,Estado de Santa Catarina,7503,Cunha Por√£,42,4204707,750,7783,759,7024,AEB
74,Estado de Santa Catarina,7504,Descanso,42,4204905,750,6065,387,5678,AEB
74,Estado de Santa Catarina,7505,Dion√≠sio Cerqueira,42,4205001,750,10457,2569,7888,AEB
74,Estado de Santa Catarina,7506,Faxinal dos Guedes,42,4205308,750,7012,709,6303,AEB
74,Estado de Santa Catarina,7507,Itapiranga,42,4208401,750,15119,1270,13849,AEB
74,Estado de Santa Catarina,7508,Maravilha,42,4210506,750,7352,1230,6122,AEB
74,Estado de Santa Catarina,7509,Monda√≠,42,4211009,750,11861,2027,9834,AEB
74,Estado de Santa Catarina,7510,Palmitos,42,4212106,751,12668,2456,10212,AEB
74,Estado de Santa Catarina,7511,S√£o Carlos,42,4216008,751,25678,2980,22698,AEB
74,Estado de Santa Catarina,7512,S√£o Jos√© do Cedro,42,4216701,751,5396,1283,4113,AEB
74,Estado de Santa Catarina,7513,S√£o Louren√ßo do Oeste,42,4216909,751,7889,1229,6660,AEB
74,Estado de Santa Catarina,7514,S√£o Miguel do Oeste,42,4217204,751,18817,3522,15295,AEB
74,Estado de Santa Catarina,7515,Xanxer√™,42,4219507,751,16140,4172,11968,AEB
74,Estado de Santa Catarina,7516,Xaxim,42,4219705,751,20730,2027,18703,AEB
74,Estado de Santa Catarina,7520,Araquari,42,4201307,752,17124,2069,15055,AEB
74,Estado de Santa Catarina,7521,Corup√°,42,4204509,752,8632,3382,5250,AEB
74,Estado de Santa Catarina,7522,Guaramirim,42,4206504,752,24279,2301,21978,AEB
74,Estado de Santa Catarina,7523,Jaragu√° do Sul,42,4208906,752,23358,4382,18976,AEB
74,Estado de Santa Catarina,7524,Joinville,42,4209102,752,70687,55553,15134,AEB
74,Estado de Santa Catarina,7525,S√£o Francisco do Sul,42,4216206,752,23291,12844,10447,AEB
74,Estado de Santa Catarina,7530,Blumenau,42,4202404,753,67092,48014,19078,AEB
74,Estado de Santa Catarina,7531,Brusque,42,4202909,753,35763,16328,19435,AEB
74,Estado de Santa Catarina,7532,Gaspar,42,4205902,753,14933,3056,11877,AEB
74,Estado de Santa Catarina,7533,Ibirama,42,4206900,753,18082,2356,15726,AEB
74,Estado de Santa Catarina,7534,Ilhota,42,4207106,753,8734,1965,6769,AEB
74,Estado de Santa Catarina,7535,Indaial,42,4207502,753,21658,3449,18209,AEB
74,Estado de Santa Catarina,7536,Itaja√≠,42,4208203,753,55515,38889,16626,AEB
74,Estado de Santa Catarina,7537,Ituporanga,42,4208500,753,23529,3876,19653,AEB
74,Estado de Santa Catarina,7538,Luiz Alves,42,4210001,753,6775,432,6343,AEB
74,Estado de Santa Catarina,7539,Penha,42,4212502,753,9400,3853,5547,AEB
74,Estado de Santa Catarina,7540,Pomerode,42,4213203,754,10618,3143,7475,AEB
74,Estado de Santa Catarina,7541,Pouso Redondo,42,4213708,754,9852,816,9036,AEB
74,Estado de Santa Catarina,7542,Presidente Get√∫lio,42,4214003,754,15975,2167,13808,AEB
74,Estado de Santa Catarina,7543,Rio do Oeste,42,4214607,754,7532,1259,6273,AEB
74,Estado de Santa Catarina,7544,Rio do Sul,42,4214805,754,40291,15205,25086,AEB
74,Estado de Santa Catarina,7545,Rodeio,42,4215109,754,16805,2971,13834,AEB
74,Estado de Santa Catarina,7546,Tai√≥,42,4217808,754,23891,1933,21958,AEB
74,Estado de Santa Catarina,7547,Timb√≥,42,4218202,754,17518,5195,12323,AEB
74,Estado de Santa Catarina,7548,Trombudo Central,42,4218608,754,12345,2292,10053,AEB
74,Estado de Santa Catarina,7549,Vidal Ramos,42,4219200,754,12078,456,11622,AEB
81,Estado do Rio Grande do Sul,8100,Cerro Largo,43,4305207,810,38213,5917,32296,AEB
81,Estado do Rio Grande do Sul,8101,Itaqui,43,4310603,810,23311,13499,9812,AEB
81,Estado do Rio Grande do Sul,8102,Jaguari,43,4311106,810,18282,4367,13915,AEB
81,Estado do Rio Grande do Sul,8103,Santiago,43,4317400,810,34420,15833,18587,AEB
81,Estado do Rio Grande do Sul,8104,Santo √Çngelo,43,4317509,810,76255,29580,46675,AEB
81,Estado do Rio Grande do Sul,8105,S√£o Borja,43,4318002,810,50009,21047,28962,AEB
81,Estado do Rio Grande do Sul,8106,S√£o Francisco de Assis,43,4318101,810,25672,6515,19157,AEB
81,Estado do Rio Grande do Sul,8107,S√£o Luiz Gonzaga,43,4318903,810,55537,16127,39410,AEB
81,Estado do Rio Grande do Sul,8108,Guarani das Miss√µes,43,4309506,810,8505,1267,7238,AEB
81,Estado do Rio Grande do Sul,8110,Ca√ßapava do Sul,43,4302808,811,40971,7826,33145,AEB
81,Estado do Rio Grande do Sul,8111,Cangu√ßu,43,4304507,811,57538,3257,54281,AEB
81,Estado do Rio Grande do Sul,8112,Encruzilhada do Sul,43,4306908,811,43003,6636,36367,AEB
81,Estado do Rio Grande do Sul,8113,Erval,43,4307104,811,8568,1709,6859,AEB
81,Estado do Rio Grande do Sul,8114,Lavras do Sul,43,4311502,811,12441,3746,8695,AEB
81,Estado do Rio Grande do Sul,8115,Pinheiro Machado,43,4314506,811,12760,3186,9574,AEB
81,Estado do Rio Grande do Sul,8116,Piratini,43,4314605,811,23916,1884,22032,AEB
81,Estado do Rio Grande do Sul,8130,Bom Jesus,43,4302303,813,23580,4658,18922,AEB
81,Estado do Rio Grande do Sul,8131,Lagoa Vermelha,43,4311304,813,37811,10540,27271,AEB
81,Estado do Rio Grande do Sul,8132,Machadinho,43,4311700,813,22087,3192,18895,AEB
81,Estado do Rio Grande do Sul,8133,Sananduva,43,4316600,813,21819,4907,16912,AEB
81,Estado do Rio Grande do Sul,8134,S√£o Francisco de Paula,43,4318200,813,41012,9059,31953,AEB
81,Estado do Rio Grande do Sul,8135,S√£o Jos√© do Ouro,43,4318606,813,17354,1646,15708,AEB
81,Estado do Rio Grande do Sul,8136,Vacaria,43,4322509,813,57360,18645,38715,AEB
81,Estado do Rio Grande do Sul,8200,Ant√¥nio Prado,43,4300802,820,13559,3524,10035,AEB
81,Estado do Rio Grande do Sul,8201,Bento Gon√ßalves,43,4302105,820,33956,15141,18815,AEB
81,Estado do Rio Grande do Sul,8202,Carlos Barbosa,43,4304804,820,10479,2632,7847,AEB
81,Estado do Rio Grande do Sul,8203,Casca,43,4304903,820,15511,1587,13924,AEB
81,Estado do Rio Grande do Sul,8204,Caxias do Sul,43,4305108,820,102702,69269,33433,AEB
81,Estado do Rio Grande do Sul,8205,Farroupilha,43,4307906,820,16106,5123,10983,AEB
81,Estado do Rio Grande do Sul,8206,Flores da Cunha,43,4308201,820,12985,2877,10108,AEB
81,Estado do Rio Grande do Sul,8207,Garibaldi,43,4308607,820,19328,7003,12325,AEB
81,Estado do Rio Grande do Sul,8208,Guapor√©,43,4309407,820,33278,9108,24170,AEB
81,Estado do Rio Grande do Sul,8209,Mu√ßum,43,4312609,820,7724,2021,5703,AEB
81,Estado do Rio Grande do Sul,8210,Nova Prata,43,4313300,821,32579,7189,25390,AEB
81,Estado do Rio Grande do Sul,8211,Veran√≥polis,43,4322806,821,23098,6684,16414,AEB
81,Estado do Rio Grande do Sul,8250,Agudo,43,4300109,825,12636,1126,11510,AEB
81,Estado do Rio Grande do Sul,8251,Barra do Ribeiro,43,4301909,825,9811,3717,6094,AEB
81,Estado do Rio Grande do Sul,8252,Bom Retiro do Sul,43,4302402,825,7381,2000,5381,AEB
